stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1830826434","2021-01-22 05:09:25","Biden's policies already heading in 'wrong direction,’ McConnell says","https://www.foxnews.com/us/biden-already-heading-in-wrong-direction-mcconnell-says","en","False","","1092","Fox News","http://www.foxnews.com/"
"1830992165","2021-01-22 08:28:29","Ted Cruz slams 'rich' Seth Rogen after actor calls him a 'fascist' in spat over Biden's Paris climate pledge","https://www.foxnews.com/entertainment/ted-cruz-slams-seth-rogen-actor-fascist-spat-biden-paris-climate-pledge","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831140832","2021-01-22 11:01:37","Joe Biden putting 'Saudi Arabia first' by halting Keystone XL pipeline: Sen. Daines","https://www.foxnews.com/politics/biden-saudi-arabia-first-plan-keystone-xl-pipeline-daines","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831157395","2021-01-22 11:38:27","Biden executive orders the 'wishlist of the far left,' Rubio says","https://www.foxnews.com/politics/biden-executive-orders-the-wishlist-of-the-far-left-rubio-says","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831283220","2021-01-22 14:24:08","David Limbaugh: Biden & Co. are driving the American freight train leftward at full throttle -- we must resist","https://www.foxnews.com/opinion/biden-american-freight-train-leftward-resist-david-limbaugh","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831341034","2021-01-22 15:33:20","Kate Bedingfield: What to know about the White House communications director","https://www.foxnews.com/politics/kate-bedingfield-what-to-know-about-the-white-house-communications-director","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831367537","2021-01-22 16:32:42","Antony Blinken: What to know about Biden's secretary of state pick","https://www.foxnews.com/politics/antony-blinken-what-to-know-about-bidens-secretary-of-state-pick","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831385557","2021-01-22 16:57:39","Alberta premier: Biden disrespected America's closest friend by canceling Keystone Pipeline","https://www.foxnews.com/politics/alberta-premier-biden-disrespected-americas-closest-friend-by-canceling-keystone-pipeline","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831389701","2021-01-22 17:16:57","SF Archbishop scolds Pelosi for attack on anti-abortion voters: She 'does not speak for the Catholic Church'","https://www.foxnews.com/politics/sf-archbishop-pelosi-does-not-speak-for-the-catholic-church","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831484629","2021-01-22 20:21:02","Crenshaw blasts Biden admin, claims they don't like 'anything the American working class might actually want'","https://www.foxnews.com/politics/crenshaw-biden-keystone-pipeline-working-class-minimum-wage","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831752287","2021-01-23 06:00:17","Newt Gingrich: Biden says one thing, does the opposite","https://www.foxnews.com/opinion/biden-inaugural-address-newt-gingrich","en","False","","1092","Fox News","http://www.foxnews.com/"
"1831789316","2021-01-23 07:00:16","Justin Haskins: Biden destroys jobs, raises energy costs by imposing radical environmental policies","https://www.foxnews.com/opinion/environment-biden-energy-justin-haskins","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832028285","2021-01-23 13:21:08","GOP rep who offered to work with Biden says call for unity 'not off to a great start'","https://www.foxnews.com/politics/gop-beth-van-duyne-offered-work-with-biden-call-for-unity-not-off-to-great-start","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832216219","2021-01-23 20:20:26","Biden has his first phone call with  UK Prime Minister as president","https://www.foxnews.com/politics/biden-first-phone-call-uk-prime-minister-as-president","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832596198","2021-01-24 09:04:06","NYTimes ripped for labeling Biden 'most religiously observant' president in 50 years","https://www.foxnews.com/media/biden-new-york-times-religious-christianity-catholic","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832744648","2021-01-24 13:48:32","Russia, China benefitting from a Biden presidency, not America: Rep. McCarthy","https://www.foxnews.com/politics/russia-china-benefitting-from-a-biden-presidency-not-america-rep-mccarthy","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832744645","2021-01-24 13:57:42","Unprecedented set of weighty issues now consuming Congress, so where do lawmakers begin?","https://www.foxnews.com/politics/unprecedented-set-of-weighty-issues-now-consuming-congress","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832744632","2021-01-24 14:09:00","Seth Rogen, Ted Cruz get into Twitter feud over Walt Disney's legacy","https://www.foxnews.com/politics/seth-rogen-ted-cruz-twitter-feud-walt-disney","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832774096","2021-01-24 14:52:00","Dr. Siegel: Scientists gave Biden administration COVID tools to succeed","https://www.foxnews.com/transcript/dr-siegel-scientists-gave-biden-administration-covid-tools-to-succeed","en","False","","1092","Fox News","http://www.foxnews.com/"
"1832845112","2021-01-24 17:18:30","'Unleash this monster and one day it'll come for you': Glenn Greenwald sounds alarm over cancel culture","https://www.foxnews.com/media/glenn-greenwald-cancel-culture-will-wilkinson-new-york-times","en","False","","1092","Fox News","http://www.foxnews.com/"
"1833509482","2021-01-25 10:51:38","Will Democrats eliminate the filibuster in the Senate? What to know","https://www.foxnews.com/politics/will-democrats-eliminate-the-filibuster-in-the-senate-what-to-know","en","False","","1092","Fox News","http://www.foxnews.com/"
"1833584094","2021-01-25 12:22:56","Laid-off Keystone XL worker says decision to cancel pipeline ‘is going to hurt a lot of people’","https://www.foxnews.com/media/laid-off-keystone-xl-worker-biden-order-hurt-people","en","False","","1092","Fox News","http://www.foxnews.com/"
"1833666550","2021-01-25 14:13:11","Michael Goodwin: I'm ignoring Biden's 'unity' talk, here's why you should, too","https://www.foxnews.com/opinion/biden-unity-michael-goodwin","en","False","","1092","Fox News","http://www.foxnews.com/"
"1833828991","2021-01-25 18:12:54","Disgraced ex-Portland mayor who lied about relationship with teen boy is returning to city hall","https://www.foxnews.com/politics/portland-mayor-relationship-teen","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834014473","2021-01-26 00:17:49","McConnell relents in Senate filibuster fight, here's why","https://www.foxnews.com/politics/the-hitchhikers-guide-to-the-filibuster-staying-in-the-senate","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834134265","2021-01-26 03:08:44","Biden needs a quick win on Covid, with or without Republicans","https://www.foxnews.com/media/biden-needs-quick-win-on-covid-with-or-without-republicans","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834505098","2021-01-26 10:04:57","Pipeline worker slams Biden for canceling Keystone XL Pipeline: 'Like a kick in the stomach'","https://www.foxnews.com/politics/keystone-xl-pipeline-biden-cancelled-worker-friends","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834645180","2021-01-26 12:41:45","Senate confirms Antony Blinken as Biden's secretary of state","https://www.foxnews.com/politics/senate-antony-blinken-secretary-of-state","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834661995","2021-01-26 12:57:34","Schumer suggests Biden declare 'climate emergency'","https://www.foxnews.com/politics/schumer-suggests-biden-declare-climate-emergency","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834694087","2021-01-26 13:54:05","Biden commerce pick promises jobless Keystone workers 'we will make sure that you have jobs'","https://www.foxnews.com/politics/biden-commerce-pick-jobless-keystone-workers-promise","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834825249","2021-01-26 16:13:34","Republicans target vulnerable House Democrats amid Biden fossil fuel crackdown","https://www.foxnews.com/politics/republicans-vulnerable-house-democrats-biden-fossil-fuel","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834825245","2021-01-26 16:15:08","Biden ending Keystone pipeline project was 'totally political': Laid-off pipeline worker","https://www.foxnews.com/politics/biden-ending-keystone-pipeline-project-political-worker","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834937383","2021-01-26 18:55:06","Washington Post fact-checker defends his coverage of Biden after intensely monitoring Trump's claims","https://www.foxnews.com/media/washington-post-fact-checker-glenn-kessler-biden","en","False","","1092","Fox News","http://www.foxnews.com/"
"1834937378","2021-01-26 18:58:03","Gutfeld on the left using cancel culture to silence opposition","https://www.foxnews.com/opinion/gutfeld-left-cancel-culture-silence-opposition","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835018573","2021-01-26 21:47:15","At UN, Palestinians urge Biden to reverse Trump's 'unlawful and hostile measures'","https://www.foxnews.com/politics/un-palestinians-biden-trumps-unlawful-and-hostile-measures","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835477461","2021-01-27 08:00:32","Deroy Murdock: Trump answered liberal prayers through conservative means","https://www.foxnews.com/opinion/trump-liberal-prayers-conservative-deroy-murdock","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835648686","2021-01-27 10:53:41","Psaki holds White House press briefing on climate with John Kerry, Gina McCarthy","https://www.foxnews.com/politics/psaki-holds-white-house-press-briefing-on-climate-with-john-kerry-gina-mccarthy","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835648631","2021-01-27 10:59:22","Biden transportation pick Buttigieg advances in Senate","https://www.foxnews.com/politics/biden-transportation-buttigieg-senate-committee","en","True","","1092","Fox News","http://www.foxnews.com/"
"1835675862","2021-01-27 11:19:39","McConnell says ‘basic arithmetic’ shows Dems can't kill filibuster. How that hampers these progressive desires","https://www.foxnews.com/politics/mcconnell-says-basic-arithmetic-shows-dems-cant-kill-filibuster-how-that-hampers-these-progressive-desires","en","True","","1092","Fox News","http://www.foxnews.com/"
"1835700142","2021-01-27 11:37:07","Biden reunites familiar Obama administration figures at press briefings","https://www.foxnews.com/politics/biden-reunites-obama-administration-figures-press-briefings","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835723169","2021-01-27 12:13:53","Nikki Haley: 'Good first week for Russia' after Biden shuts down Keystone pipeline","https://www.foxnews.com/politics/nikki-haley-biden-energy-russia-happy-keystone-pipeline","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835819802","2021-01-27 13:38:04","As Biden's Keystone XL order sparks job losses, climate adviser says, 'We're not asking for sacrifice'","https://www.foxnews.com/politics/bidens-keystone-xl-gina-mccarthy-jobs-sacrifice","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835819791","2021-01-27 13:48:34","Trump impeachment lawyer speaks out: 'I'm not worried what other people think'","https://www.foxnews.com/politics/trump-impeachment-lawyer-karl-butch-bowers","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835829200","2021-01-27 14:26:51","Rhode Island ranked worst state to do business under Biden Commerce Secretary nominee's leadership","https://www.foxnews.com/politics/rhode-island-worst-state-business-biden-commerce-raimondo","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835849104","2021-01-27 14:28:18","Biden uses 'SWAT team' to take out jobs, Cassidy says","https://www.foxnews.com/politics/biden-energy-climate-swat-team-take-out-jobs-cassidy","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835849098","2021-01-27 14:36:45","Biden signs climate change orders amid concerns over jobs: 'It is time to act'","https://www.foxnews.com/politics/biden-signs-climate-change-orders","en","False","","1092","Fox News","http://www.foxnews.com/"
"1835875280","2021-01-27 14:46:18","‘The View’ co-host Sunny Hostin claims GOP now ‘far-right extremist party,’ 'the kids-in-a cage party'","https://www.foxnews.com/media/view-sunny-hostin-blasts-gop-far-right-extremist-party","en","False","","1092","Fox News","http://www.foxnews.com/"
